Sio2_Arctic,Sio2_Atlantic,Sio2_Indiana,Sio2_Southern,,,TiO2_Arctic,TiO2_Atlantic,TiO2_Indiana,TiO2_Southern,,,Al2O3_Arctic,Al2O3_Atlantic,Al2O3_Indiana,Al2O3_Southern
50.2,46.31,49.44,,,,0.9,2.32,1.19,,,,14.02,18.77,15.29,
51.04,39.41,49.29,,,,1.39,2.58,1.23,,,,15.79,15,15.19,
51.37,50.03,49.81,,,,1.24,1.75,1.27,,,,15.88,15.67,15.27,
50.89,43.53,49.51,,,,1.97,2.46,1.25,,,,13.55,14.48,15.22,
,49.07,49.14,,,,1.37,1.76,1.19,,,,,15.93,14.68,
32.4,48.41,49.14,,,,,2.2,1.19,,,,0.23,13.24,14.68,
44.24,49.89,49.15,,,,0.73,1.34,1.23,,,,8.29,16.42,15.07,
49.53,47.74,49.69,,,,1.73,1.28,1.2,,,,14.51,15.71,15.2,
50.6533,33.69,48.78,,,,1.5865,4.28,1.24,,,,15.9668,11.08,15.01,
49.8652,30.14,49.48,,,,1.4109,3.83,1.25,,,,17.0203,9.91,15.25,
,46.3,49.34,,,,1.39,2.89,1.16,,,,,16.4,14.98,
49.36,42.09,49.87,,,,0.88,2.63,1.23,,,,14.98,14.91,15.09,
,41.49,49.7,,,,,2.7,1.23,,,,,18.87,15.17,
50.46,37.4,51.81,,,,1.69,2.43,0.77,,,,13.64,17.01,15.41,
50.3033,46.1,50.26,,,,1.7671,1.15,0.88,,,,15.993,21.83,16.76,
,43.17,49.87,,,,1.69,3.87,0.79,,,,,20.45,16.03,
50.4083,38.24,50.05,,,,1.7413,3.43,0.86,,,,15.4244,18.11,16.76,
,44.79,49.65,,,,1.78,4.15,0.88,,,,,15.21,16.6,
50.5,40.04,50.58,,,,1.51,3.71,0.85,,,,15.8,13.6,16.34,
50.52,34.37,47.72,,,,1.1,3.97,1.46,,,,15.03,13.26,16.33,
,42.74,45.89,,,,,4.78,1.47,,,,,15.94,13.44,
51.68,41.1,45.68,,,,1.24,4.6,1.78,,,,15.54,15.33,15.65,
,46.94,50.37,,,,1.34,3.47,1.6,,,,,19.84,14.6,
48.63,45.78,49.48,,,,1.82,3.53,0.93,,,,14.03,20.71,17.39,
48.44,42.2,43.42,,,,1.69,3.25,0.69,,,,14.1,19.09,15.61,
51.25,42.98,47.16,,,,1.18,3.47,0.64,,,,14,17.34,15.44,
51.163,40.35,45.26,,,,1.5731,3.26,1.58,,,,16.4825,16.28,13.19,
,59.11,47.85,,,,1.57,0.69,0.68,,,,,13.1,16.77,
46.16,47.27,46.02,,,,0.72,2.8,0.75,,,,10.84,14.33,16.99,
50.68,46.16,48.41,,,,0.91,2.73,1.8,,,,14.41,13.99,17.31,
44.7,50.03,46.14,,,,0.48,1.3,2.27,,,,8.05,16.2,14.09,
49.5752,47.75,47.09,,,,1.4968,1.24,1.98,,,,16.9169,15.46,14.42,
,49.89,47.6,,,,1.5,1.34,2.29,,,,,16.42,16.39,
45.67,47.74,47.2,,,,0.7,1.28,2.62,,,,9.69,15.71,14.8,
50.57,39.64,44.59,,,,1.11,4.13,2.47,,,,14.19,13.45,13.93,
50.2705,36.29,47.19,,,,1.2322,3.78,2.53,,,,17.4404,12.31,15.11,
,33.69,50.27,,,,1.65,4.28,2.18,,,,,11.08,13.32,
49.1114,30.14,49.59,,,,1.1818,3.83,2.5,,,,16.9905,9.91,13.31,
60.518,46.3,50.32,,,,1.222,2.89,2.28,,,,18.193,16.4,13.13,
50.93,42.09,48.76,,,,1.15,2.63,2.55,,,,15.59,14.91,12.93,
50.86,42.69,50.16,,,,1.15,2.58,2.11,,,,15.26,19.78,13.35,
,38.29,50.28,,,,,2.31,2.2,,,,,17.74,13.01,
52.2,41.49,49.26,,,,1.28,2.7,2.48,,,,15.55,18.87,13.3,
51.47,37.4,49.7,,,,1.19,2.43,1.19,,,,15.77,17.01,16.42,
49.45,41.53,50.95,,,,1.5,2.47,0.73,,,,15.83,19.14,16.07,
,37.54,49.12,,,,1.48,2.23,0.86,,,,,17.3,15.18,
49.8,37.82,49.01,,,,0.88,5.01,0.82,,,,14.59,14.8,14.47,
41.71,34.96,48.3,,,,0.02,4.63,0.86,,,,1.23,13.68,15.08,
36.13,52.17,50.42,,,,0.02,1.3,0.99,,,,1.06,24.7,14.72,
50.35,46.1,50.34,,,,0.99,1.15,0.96,,,,14.17,21.83,15.25,
52.18,43.17,50.02,,,,1.89,3.87,0.88,,,,18.28,20.45,16,
46.05,38.24,49.18,,,,1.62,3.43,0.88,,,,15.42,18.11,15.05,
45.84,44.79,48.31,,,,1.52,4.15,0.89,,,,13.48,15.21,15.73,
,40.04,51.04,,,,1.3,3.71,0.79,,,,,13.6,15.82,
50.3,38.29,49.71,,,,1.64,4.42,0.83,,,,16,14.77,17.4,
,34.37,47.97,,,,,3.97,0.88,,,,,13.26,14.32,
31.23,42.74,49.24,,,,0.98,4.78,0.94,,,,13.48,15.94,14.72,
51.01,41.1,50.54,,,,0.97,4.6,0.92,,,,14.07,15.33,14.46,
48.0825,46.04,50.73,,,,0.9671,3.41,1.97,,,,17.6198,20.08,17.9,
,42.05,51.69,,,,0.96,3.11,1.64,,,,,18.34,15.45,
48.95,46.94,51.48,,,,1.43,3.47,1.3,,,,15.03,19.84,15.01,
49.93,43.94,51.53,,,,1.5,3.25,1.32,,,,14.27,18.57,14.71,
45.55,48.23,49.44,,,,0.61,3.35,1.19,,,,9.39,19.32,15.29,
49.4,45,48.66,,,,1.67,3.13,2.06,,,,14.24,18.03,15.61,
48.91,45.78,43.24,,,,0.62,3.53,2.21,,,,16.05,20.71,14.27,
51.6,42.2,38.01,,,,1.6,3.25,2.79,,,,18.29,19.09,17.6,
50.43,42.98,40.95,,,,1.76,3.47,2.51,,,,15.31,17.34,16.54,
50.8312,40.35,47.23,,,,1.91,3.26,2.62,,,,14.9952,16.28,16.89,
,59.55,48.28,,,,1.84,0.65,2.54,,,,,12.99,18.58,
50.5,61.32,51.53,,,,,0.67,0.61,,,,,13.38,15.6,
50.5036,59.11,44.97,,,,1.5095,0.69,0.59,,,,15.8854,13.1,15.91,
,48.01,46.4,,,,1.49,4.09,0.62,,,,,17.15,17.85,
50.09,47.12,46.16,,,,1.29,4.01,0.57,,,,13.99,16.83,16.39,
50.93,47.27,44.08,,,,1.54,2.8,0.52,,,,14.16,14.33,15.57,
50.93,46.16,49.97,,,,1.54,2.73,1.08,,,,14.16,13.99,16.14,
50.1186,51.54,50.06,,,,1.6207,1.75,1.08,,,,16.9281,15.02,15.93,
,53.95,45.58,,,,1.57,0.59,1.04,,,,,20.21,17.76,
,54.27,50.13,,,,1.45,0.55,0.87,,,,,20.63,17.89,
47.99,53.76,50.74,,,,1.06,0.57,1.06,,,,13.42,20.17,15.89,
48.9321,58.43,49.6,,,,1.7123,0.42,1,,,,16.6112,18.61,15.93,
,52.37,48.54,,,,1.65,0.71,1.03,,,,,20.08,17.48,
49.9,53.55,56.69,,,,1.15,0.66,1.4,,,,14.45,18.3,16.1,
47.46,59.31,54.79,,,,1.294,0.68,1.39,,,,17.27,16.97,15.82,
48.9,49.47,54.59,,,,1.109,0.96,1.43,,,,16.29,18.93,15.67,
,52.39,57.41,,,,1.41,0.74,1.46,,,,,19.98,15.81,
,45.05,58.02,,,,1.69,3.61,1.47,,,,,18.2,15.95,
50.2909,43.77,55.7,,,,1.5682,0.79,1.44,,,,16.0799,14.97,15.3,
50.6,47.51,49.15,,,,1.57,3.32,1.23,,,,15.91,18.36,15.07,
52.18,50.03,55.7,,,,1.261,1.3,1.44,,,,15.33,16.2,15.3,
45.3,47.75,47.71,,,,1.654,1.24,2.25,,,,12.48,15.46,13.47,
50.89,39.64,45.5,,,,1.5,4.13,2.12,,,,14.21,13.45,14.7,
50.05,36.29,43.96,,,,1.52,3.78,2.03,,,,15.64,12.31,13.51,
50.3048,42.69,49.01,,,,1.8441,2.58,2.08,,,,15.3938,19.78,15.21,
,38.29,45.32,,,,1.86,2.31,2.14,,,,,17.74,14.7,
50.1,41.53,49.4,,,,1.51,2.47,1.16,,,,14.2,19.14,15.39,
49.13,37.54,49.69,,,,1.76,2.23,2.16,,,,13.95,17.3,14.88,
42.4,37.82,50.21,,,,0.06,5.01,1.09,,,,2.52,14.8,16.54,
50.8,34.96,50.16,,,,1.68,4.63,1.05,,,,14.2,13.68,16.64,
50.92,52.17,,,,,1.55,1.3,,,,,16.28,24.7,,
49.4887,38.29,51.7,,,,1.4669,4.42,1.67,,,,17.3495,14.77,15.31,
,46.04,50.89,,,,1.44,3.41,1.26,,,,,20.08,17.2,
51.25,42.05,50.23,,,,0.973,3.11,1.24,,,,14,18.34,17.41,
49.51,43.94,50.21,,,,1.74,3.25,1.2,,,,15.52,18.57,17.69,
50.7018,48.23,50.81,,,,1.8966,3.35,1.24,,,,14.9133,19.32,17.46,
,45,50.91,,,,1.87,3.13,1.18,,,,,18.03,17.3,
48.14,59.55,51.02,,,,1.03,0.65,1.25,,,,14.74,12.99,17.08,
47.54,61.32,50.74,,,,1.41,0.67,1.25,,,,14.85,13.38,17.18,
47.08,48.01,50.74,,,,1.53,4.09,1.23,,,,15.07,17.15,17.07,
51.18,47.12,,,,,1.08,4.01,,,,,14.52,16.83,,
49.64,51.82,50.23,,,,1.19,1.71,1.24,,,,14.08,15,17.41,
49.79,51.5,50.68,,,,0.96,1.35,1.25,,,,14.67,15.6,17.21,
,51.54,50.72,,,,,1.3,1.2,,,,,15.74,17.44,
,49.34,50.97,,,,,0.63,1.2,,,,,13.26,17.25,
50.54,51.72,51.06,,,,1.098,1.72,1.25,,,,13.59,12.84,17.1,
39.94,48.63,50.74,,,,0.05,0.94,1.25,,,,2.26,13.87,17.2,
48.3,48.53,50.74,,,,1.37,1.01,1.56,,,,14.88,14.66,16.94,
47.8,42.61,51.13,,,,4.42,1.12,1.29,,,,15.11,14,15.21,
49.52,45.39,52.17,,,,1.63,1.01,1.35,,,,14.29,15.79,14.91,
,47.61,50.66,,,,1.18,1.09,1.46,,,,,14.89,15.6,
50.3633,43.21,50.93,,,,1.6339,2.46,1.34,,,,15.6847,13.51,14.96,
,40.82,51.76,,,,1.61,4.81,1.32,,,,,9.94,15.07,
52.57,42.06,50.82,,,,1.39,4.54,1.42,,,,14.37,9.42,15.77,
51.8,41.64,51.3,,,,2.02,4.71,1.04,,,,18.36,12.2,15.82,
46.5,41.34,50.78,,,,0.64,4.93,1.05,,,,10.46,11.68,16.32,
49.67,40.18,50.69,,,,1.41,5.48,1.05,,,,15.04,13.29,16.32,
46.01,39.41,50.71,,,,0.69,5.12,1.34,,,,10.26,12.51,15.6,
50,41,62.05,,,,0.83,4.96,0.15,,,,14.18,12.07,19.68,
50.9,49.73,60.75,,,,1.57,1.34,0.14,,,,16.26,15.95,19.58,
48.09,37.41,61.47,,,,2.76,6.1,0.14,,,,13.85,11.84,18.88,
50.82,50.13,62.01,,,,1.4,1.33,0.14,,,,16.3,16.19,19.06,
50.5,40.82,50.4,,,,1.77,5.26,1.35,,,,15.95,10.93,17.72,
50.07,41.49,51.74,,,,1.79,4.56,1.18,,,,15.79,10.28,15.52,
,41.15,61.13,,,,1.81,4.81,0.14,,,,,14.2,18.71,
49.28,51.38,62.63,,,,1.05,1.05,0.15,,,,16.82,15.51,19.63,
48.66,41.96,61.12,,,,1.97,4.58,0.14,,,,14.55,13.76,18.75,
47.79,41.74,60.42,,,,1.75,4.44,0.37,,,,13.64,10.45,19.29,
46.83,39.8,58.43,,,,1.81,5.05,0.13,,,,13.51,14.24,19.95,
50.61,52.86,58.28,,,,1.15,1.12,0.12,,,,13.8,15.16,19.77,
49.87,52.21,63.11,,,,1.26,1.36,0.12,,,,13.88,15.78,17.89,
,52.77,50.36,,,,,1.04,2.5,,,,,15.24,15.1,
45.09,41.87,61.03,,,,0.04,4.33,0.33,,,,1.89,9.63,18.61,
46.3,41.35,63.07,,,,0.04,4.21,0.15,,,,1.75,9.99,19.3,
49.23,40.83,47.35,,,,1.17,4.98,2.72,,,,16.81,13.6,13.85,
50.58,38.26,50.26,,,,1.37,5.39,2.63,,,,17.46,12.08,15.25,
50.4346,42.38,43.84,,,,1.4986,4.34,2.9,,,,16.4797,10.28,14.12,
,50.92,46.24,,,,1.47,1.19,2.77,,,,,16.37,13.67,
,38.85,47.46,,,,,5,2.84,,,,,13.54,14.43,
49.58,51.1,47.3,,,,1.14,1.33,2.91,,,,14.86,15.6,14.3,
50.8,50.9,47.18,,,,1.95,1.27,2.81,,,,12.68,15.54,13.79,
50.2,51.3,46.44,,,,,1.34,2.88,,,,,15.62,13.89,
50.1998,52.38,47.09,,,,1.6542,1.73,2.56,,,,15.809,14.88,13.17,
,51.42,47.64,,,,1.62,1.72,3.05,,,,,14.99,13.37,
50,51.25,46.27,,,,0.61,1.3,2.98,,,,14.72,15.78,13.69,
49.71,52.5,46.59,,,,1.18,1.74,2.64,,,,14.08,14.81,13.16,
49.6,52.16,46.54,,,,1.02,1.77,2.83,,,,14.58,14.9,14,
48.57,52.9,42.6,,,,1.57,1.72,1.72,,,,13.5,14.6,8.94,
50.5552,53.28,47.37,,,,1.7794,1.79,2.42,,,,15.5647,15.03,13.53,
50.6,52.45,,,,,1.79,1.74,,,,,5.5,14.85,,
,51.94,,,,,1.75,1.77,,,,,,14.97,,
46.15,43.1,45.25,,,,0.28,0.23,3.58,,,,2.6,18.18,14.38,
40.61,47.91,,,,,0.24,0.81,,,,,2.29,13.16,,
43.97,47.72,,,,,0.713,0.58,,,,,10.55,14.74,,
50.61,41.57,,,,,1.39,1.15,,,,,13.86,13.81,,
,78.16,45.48,,,,1.67,0.21,3.08,,,,,4.83,14.31,
49.74,42.49,,,,,1.02,0.71,,,,,14.25,13.85,,
,44.44,45.49,,,,,1.6,3.42,,,,,14.39,13.88,
,47.03,,,,,,0.53,,,,,,13.35,,
49.91,33.09,,,,,1.028,0.93,,,,,14.29,13.16,,
52.22,40.26,,,,,1.48,0.64,,,,,13.59,13.41,,
,55.39,48.4,,,,,1.16,0.83,,,,,13.65,15.5,
51.24,46.61,,,,,0.93,1.1,,,,,15.07,14.98,,
49.1,46.81,46.98,,,,1.93,1.48,3.15,,,,13.7,14.46,14.28,
,50.2,47.88,,,,2.1,1.51,3.56,,,,,12.99,13.71,
50.3651,51.54,,,,,1.7277,1.48,,,,,15.1954,16.52,,
,41,,,,,1.72,4.93,,,,,,11.23,,
50.19,40.35,,,,,0.982,4.68,,,,,15.15,11.05,,
50.1269,41.34,,,,,1.4557,4.83,,,,,16.8051,15.3,,
49.8,39.86,49.93,,,,1.44,5.05,1.35,,,,16.5,11.63,14.53,
,41.15,,,,,1.42,5,,,,,,11.92,,
50.4299,51.14,45.47,,,,1.5891,1.3,2.73,,,,16.7618,15.89,14.77,
,51.86,,,,,1.58,1.31,,,,,,15.83,,
50.98,38.52,,,,,1.39,5.7,,,,,14.46,12.95,,
49.71,39.77,,,,,1.24,4.54,,,,,14.04,9.18,,
,39.6,46.22,,,,,5.27,3.47,,,,,13.22,13.34,
,40,,,,,,5.1,,,,,,14.31,,
50.41,41.28,43.77,,,,1.413,4.72,2.53,,,,13.55,12.86,12.83,
50.0041,52.04,51.15,,,,1.6023,1.76,0.8,,,,16.9809,15.17,16.63,
,54.94,51.02,,,,1.6,0.96,1.26,,,,,17.3,16.29,
50.96,51,50.5,,,,1.95,1.79,1.06,,,,12.81,16.72,16.1,
47.28,50.72,52.53,,,,1.94,1.02,1.47,,,,13.03,16.97,14.62,
50.49,49.61,51.9,,,,1.6,1.3,1.24,,,,13.98,17.67,15,
50.67,52.34,50.9,,,,1.32,1.68,1.34,,,,14.13,14.8,16.57,
50.3088,51.98,50.85,,,,1.5283,1.76,1.31,,,,16.591,15.12,16.65,
,51.7,50.91,,,,1.51,1.34,1.41,,,,,15.63,16.63,
50.3232,50.42,49.84,,,,1.4389,1.27,1.7,,,,16.3539,15.59,14.84,
,52.07,51.75,,,,1.45,1.75,0.84,,,,,14.91,16.82,
48.7,49.32,48.7,,,,1.95,1.27,1.45,,,,13.64,17.66,16.77,
50,49.8,49.9861,,,,1.2,1.2,1.59395,,,,17.3,17.69,16.6896,
49.1006,50.32,51.08,,,,1.1822,1.04,1.47,,,,16.7798,17.11,15.75,
48.2,51.24,50.47,,,,2.26,1.6,1.18,,,,14.81,17.3,17.88,
48.05,50.64,50.6,,,,2.47,1.34,1.24,,,,14.23,17.18,14.87,
47.6,51.65,51.9,,,,2.23,1.77,1.36,,,,12.79,14.91,15.86,
50.2029,51.67,51.16,,,,1.7342,1.78,1.25,,,,15.4466,14.84,14.82,
,52.1,50.43,,,,1.78,1.79,1.28,,,,,14.84,16.01,
50.97,51.7,51.23,,,,1.45,1.32,1.66,,,,13.73,15.3,14.58,
50.0531,51.4,50.87,,,,1.394,1.32,1.49,,,,16.9979,15.4,15.46,
50.28,41.85,50.62,,,,1.35,3.69,1.35,,,,17.03,11.33,16.89,
,,49.55,,,,1.32,,1.38,,,,,,17.18,
50.88,51.2,50.49,,,,0.964,1.35,1.19,,,,15.33,15.6,17.1,
50.88,50.85,50.24,,,,0.964,1.3,1.13,,,,15.33,15.6,17.61,
,52.39,50.14,,,,1.68,1.76,1.07,,,,,14.7,17.78,
50.47,52.09,50.04,,,,1.86,1.68,1.14,,,,14,15.06,17.69,
49.19,52.07,50.28,,,,1.23,1.75,1.23,,,,14.37,14.95,18.01,
48.95,51.52,50.24,,,,2.13,1.79,1.19,,,,13.44,14.99,17.89,
48.81,,50.75,,,,0.62,1.21,1.48,,,,13.84,,16.79,
43.31,43.7,51.16,,,,2.55,2.31,1.43,,,,11.76,8.32,16.85,
50.5,44.17,49.84,,,,1.74,3.03,1.46,,,,15.79,12.89,16.67,
48.86,42.67,50.77,,,,1.04,3.16,1.22,,,,13.41,12.19,17.76,
48.16,43.69,52.77,,,,1.3,3.08,1.13,,,,15.34,13.43,17.13,
49.781,51.44,52.38,,,,1.3932,1.73,1.06,,,,16.4663,14.91,16.83,
,,52.4,,,,1.36,1.25,1.06,,,,,,16.96,
50.43,52.47,52.06,,,,0.914,1.78,1.04,,,,14.17,14.66,16.94,
49.2,43.9,52.57,,,,1.39,3.77,1.25,,,,13.96,11.83,16.52,
,42.02,51.57,,,,,2.82,1.58,,,,,10.06,16.41,
,42.11,50.07,,,,,2.94,1.18,,,,,10.7,17.37,
49.34,44.08,50.13,,,,1.436,2.79,1.22,,,,13.9,11.03,17.31,
50.55,41.1,49.28,,,,1.33,3.59,1.18,,,,15.28,11.99,17.41,
50.77,43.38,50.07,,,,0.98,3.15,1.18,,,,14.67,10,17.37,
49.46,42.45,50.07,,,,1.82,3.27,1.18,,,,14.05,12.17,17.37,
47.92,45.58,50.06,,,,1.66,2.89,1.25,,,,13.68,15.15,17.57,
36.99,41.6,50.06,,,,0.02,3.96,1.25,,,,1.16,10.95,17.57,
46.09,52.5,50.22,,,,0.71,1.84,1.26,,,,10.81,14.86,17.4,
48.2,51.49,49.3,,,,2.96,1.78,1.17,,,,13.73,14.93,17.05,
50.1546,51.5,50.29,,,,1.4199,1.32,1.24,,,,16.7854,15.2,17.3,
,50.49,50.13,,,,1.42,1.26,1.24,,,,,15.38,17.25,
47.87,50.7,49.78,,,,0.98,1.33,1.25,,,,15.97,15.7,17.14,
,50.9,52.07,,,,0.98,1.29,1.5,,,,,15.56,17.14,
48.67,51.1,51.22,,,,2.72,1.32,1.27,,,,12.86,15.4,17.4,
48.57,50.59,50.97,,,,1.78,1.28,1.57,,,,14.21,15.48,16.86,
46.73,51.05,51.44,,,,1.83,1.32,1.24,,,,14.11,15.49,16.93,
47.18,50.9,50.92,,,,1.06,1.35,1.25,,,,15.18,15.5,16.79,
,51.1,50.95,,,,1.66,1.32,1.15,,,,,15.4,17.01,
50.6,52.02,51.88,,,,1.51,1.8,1.38,,,,15.66,15.03,16.78,
,51.1,51.28,,,,1.52,1.34,1.29,,,,,15.5,17.01,
50.47,52.88,51.34,,,,0.81,1.79,1.25,,,,15.82,15.15,17.04,
,51.67,51.34,,,,1,1.8,1.32,,,,,15.09,17.13,
51.1,51.56,51.34,,,,1.99,1.4,1.2,,,,13.35,15.71,16.94,
50.25,52.04,50.97,,,,1.228,1.76,1.29,,,,13.99,14.89,16.97,
49.1969,52.2,51.57,,,,1.4389,1.77,1.33,,,,16.8513,14.82,17.06,
47.54,51.2,51.57,,,,2.51,1.35,1.33,,,,13.54,15.4,17.08,
50.68,52.9,51.12,,,,1.268,1.68,1.28,,,,14.96,14.7,16.96,
49.73,52.37,51.16,,,,1.18,1.71,1.27,,,,15.65,15.1,17.03,
47.83,51.43,49.54,,,,1.57,1.78,0.92,,,,14.66,15.01,18.19,
,51.35,49.29,,,,1.53,1.78,0.9,,,,,15.19,18.19,
54.09,51.74,49.79,,,,2.13,1.55,1.03,,,,14.29,14.93,18,
50.63,51.45,49.06,,,,1.93,1.69,1,,,,12.7,15.23,18.11,
50.4455,51.11,49.5,,,,1.1998,1.65,1.26,,,,17.3773,15.07,17.84,
,52.06,48.67,,,,1.18,1.61,0.95,,,,,15.21,18.22,
52,50.76,49.2,,,,1.27,1.09,0.9,,,,15.57,15.27,17.84,
47.05,52.67,48.74,,,,1.82,1.73,0.98,,,,15.61,14.73,17.69,
49.6234,52.47,48.65,,,,1.1837,1.71,1,,,,17.2995,14.91,18.25,
,50.6,49,,,,1.17,1.04,0.95,,,,,15.6,17.77,
45.78,51.49,51.31,,,,0.742,1.78,1.81,,,,10.98,15.09,16.43,
51.8342,50.1,,,,,1.5891,1.23,,,,,16.4987,15.6,1.92,
,50.55,49.45,,,,1.57,1.05,0.94,,,,,15.43,18,
47.32,50.31,48.63,,,,1.184,1,0.96,,,,16.05,15.42,17.58,
50.92,50.2,48.82,,,,1.64,1.69,0.91,,,,14.09,15,17.58,
47.56,50.4,48.74,,,,1.67,1.62,0.9,,,,17.31,15.4,17.77,
48.31,50.1,48.73,,,,2.85,1.79,0.89,,,,12.93,15.3,17.52,
49.765,49.9,48.75,,,,3.247,1.53,0.9,,,,14.024,16.1,17.7,
49.22,49.8,50.15,,,,2.01,1.72,1.51,,,,14.72,14.6,16.17,
49.17,49.9,50.57,,,,2.05,1.67,1.27,,,,13.02,16.1,17.67,
,50,50.57,,,,1.51,1.8,1.27,,,,,14.8,17.67,
47.81,50.3,50.98,,,,1.47,1.36,1.35,,,,15.21,16.3,17.68,
47.35,50.4,51.48,,,,0.93,1.27,1.29,,,,15.06,15.8,16.71,
51.47,49.5,50.75,,,,1.19,1.38,1.5,,,,14.02,16.4,16.75,
50.96,48.69,50.41,,,,1.52,3.08,1.44,,,,13.97,13.38,17.06,
45.08,44.64,51.01,,,,0.57,3.79,1.52,,,,8.68,14.18,16.46,
50.5,44.28,49.99,,,,1.5,1.98,1.37,,,,14.07,8.32,17.84,
49.337,49.3,50.68,,,,1.375,1.6,1.3,,,,15.247,16.5,17.4,
47.32,50.1,50.4,,,,0.87,1.42,1.28,,,,12.36,15.4,17.46,
52.27,50.1,50.9,,,,2.25,1.49,1.33,,,,13.06,16,17.48,
50.48,50.3,50.9,,,,1.79,1.52,1.33,,,,15.55,15.5,17.48,
49.9038,49.6,50.17,,,,1.7638,1.86,1.32,,,,15.224,14.7,17.46,
,49.7,50.17,,,,1.72,1.76,1.32,,,,,15,17.46,
50.8,49.4,50.33,,,,1.5,1.42,1.46,,,,16.18,15.2,16.32,
50.137,49.8,50.31,,,,1.5992,1.68,1.49,,,,16.0773,14.6,16.54,
50.14,49.9,49.45,,,,,1.54,1.43,,,,,15.4,16.22,
48.92,50.1,49.09,,,,0.56,1.64,2.11,,,,17.16,16.1,15.16,
,50.3,49.56,,,,,1.48,2.29,,,,2.6,15.3,15.36,
48.1875,49.6,49.47,,,,0.8886,1.62,1.39,,,,17.712,14.7,16.51,
,50.4,50.48,,,,0.85,1.53,1.8,,,,,14.8,15.57,
49.74,49.7,50.59,,,,1.33,1.31,1.76,,,,14.31,15.8,15.64,
50.73,50.8,48.46,,,,1.8,1.04,1.53,,,,15.22,15.3,16.9,
51.27,44.66,48.57,,,,1.54,3.7,1.38,,,,16.02,15.07,16.96,
50.7641,44.13,49.13,,,,1.7884,3.33,2.07,,,,15.5114,14.16,14.9,
,51.87,,,,,1.77,1.47,,,,,,15.17,2.35,
50.2221,49.5,50.33,,,,1.7874,1.03,2.06,,,,15.3166,16.4,15.09,
,50.9,50.11,,,,1.83,1.03,1.97,,,,,15.5,15.36,
51.1,51,49.24,,,,1.68,1.03,1.9,,,,18.33,15.5,15.47,
49.79,50.88,49.99,,,,3.91,1.08,2.13,,,,12.97,15.54,15.12,
,50.48,,,,,1.56,1.07,,,,,,15.7,1.77,
50.16,50.72,50.02,,,,1.51,1.04,1.71,,,,14.17,15.99,15.65,
50.7,50.12,50.77,,,,1.74,1.05,1.65,,,,15.82,15.71,16.15,
49.7461,50.7,49.85,,,,1.3799,1.03,1.42,,,,17.3081,15.7,14.7,
49.7,51.84,49.78,,,,1.39,1.07,1.59,,,,17.1,15.55,15.29,
,49.8,50.51,,,,1.35,1.04,1.59,,,,,16.2,15.29,
51,50,49.94,,,,1.74,1.6,1.66,,,,15.2,15.7,14.34,
48.3,50.5,48.85,,,,1.05,1.5,1.49,,,,17.6,15.6,14.76,
48.13,50.6,50.14,,,,1.69,1.54,1.4,,,,13.94,16.4,14.99,
48.89,50.7,51.12,,,,1.68,1.04,3.41,,,,14.28,15.6,14.9,
49.43,50.3,51.75,,,,1.08,1.6,3.47,,,,14.96,15.8,8.73,
50.94,50.2,49.63,,,,1.09,1.6,3.39,,,,14.52,15.6,14.97,
45.85,51.51,50.59,,,,0.01,1.41,3.5,,,,0.56,15.19,14.48,
39.24,49.5,46.4,,,,0.01,1.6,0.35,,,,0.48,15.1,18.9,
39.05,49.8,,,,,0.03,1.6,1.49,,,,1.62,15,,
50.91,49.6,49.85,,,,1.41,1.6,1.45,,,,14.41,15.1,16.05,
50.9329,50.8,50.71,,,,1.1385,1.53,1.33,,,,16.6507,16.3,17.32,
,50.32,50.42,,,,1.13,2.34,1.34,,,,,13.93,17.24,
50,49.81,50.49,,,,2.01,2.4,1.35,,,,15.3,13.84,17.34,
47.65,49.99,50.6,,,,1.02,1.03,1.33,,,,14.66,15.24,17.23,
49.8076,50.8,50.73,,,,1.4564,1.06,1.39,,,,16.8317,15.59,17.62,
,50.1,51.24,,,,1.4,1.57,1.29,,,,,15.6,17.1,
48.9897,51.78,51.14,,,,1.7003,1.14,1.28,,,,16.7165,15.52,17.09,
,50.85,50.37,,,,1.65,1.37,1.34,,,,,15.33,16.83,
48.47,51.1,50.53,,,,1.514,1.37,1.31,,,,14.36,15.9,16.91,
50.84,51.83,50.62,,,,1.57,1.34,1.41,,,,13.54,15.22,16.69,
50.99,37.89,50.43,,,,1.57,0.01,1.61,,,,14.8,0.51,16.15,
49.99,39.07,50.47,,,,1.15,0.05,1.61,,,,14.77,0.79,16.09,
49.63,39.08,50.67,,,,1.31,0.02,1.65,,,,13.83,0.71,16.12,
,38.92,50.62,,,,,0.01,1.64,,,,,0.72,16.11,
,33.19,50.54,,,,,0.01,1.3,,,,,0.75,17.09,
50.33,38.69,51.37,,,,1.44,0.01,2.02,,,,13.62,0.7,15.12,
,35.72,42.81,,,,1.45,0.01,0.03,,,,,0.2,2,
73.278,37.68,42.85,,,,0.065,0.02,0.03,,,,11.965,0.75,1.36,
49.3,37.16,43.55,,,,1.74,0.06,0.02,,,,14.01,0.75,1.67,
49.86,36.39,42.8,,,,1.78,0.02,0.03,,,,14.32,0.52,1.11,
49.3,51,40.18,,,,1.74,1.3,0.01,,,,14.01,15.63,1.06,
49.77,51.65,40.1,,,,1.69,1.16,0.02,,,,14.2,15.56,1.6,
